merchant_id,city,pincode,store_type,industry,income_level,foot_traffic,rent_pct_revenue,weather_preference,avg_txn_value,daily_txn_count,refund_rate,store_size_sqft
C10496,Hyderabad,400080,Standalone,Retail,58336.83,193.52,0.1686,Rain Boost,240.1,93,0.0619,4361
C10497,Delhi,400023,Street Front,Retail,45977.2,199.46,0.083,Rain Boost,291.7,96,0.0294,2188
C10498,Delhi,400023,Street Front,Retail,44943.03,179.7,0.078,Rain Boost,274.55,90,0.0372,1710
C10499,Delhi,400023,Street Front,Retail,43280.67,167.13,0.0814,Rain Boost,288.73,78,0.039,1981
C10500,Delhi,400023,Street Front,Retail,45929.45,184.79,0.0738,Rain Boost,317.07,93,0.0335,1964
C10501,Delhi,400023,Street Front,Retail,42989.29,170.53,0.0795,Rain Boost,319.2,87,0.0328,1981
C10502,Delhi,400023,Street Front,Retail,44964.82,195.35,0.0738,Rain Boost,270.37,107,0.0393,1912
C10503,Delhi,400023,Street Front,Retail,43584.86,199.47,0.0745,Rain Boost,302.8,102,0.0397,2142
C10504,Bangalore,400053,Standalone,Fashion,50248.05,142.29,0.1342,Rain Boost,2800.64,16,0.0585,4065
C10505,Bangalore,400053,Standalone,Fashion,53013.27,128.27,0.1448,Rain Boost,3097.1,14,0.0806,3148
C10506,Bangalore,400053,Standalone,Fashion,50422.72,145.91,0.129,Rain Boost,3182.21,13,0.0612,3114
C10507,Bangalore,400053,Standalone,Fashion,49288.84,140.2,0.1202,Rain Boost,3053.52,17,0.0684,3940
C10508,Bangalore,400021,Standalone,Retail,39562.63,238.63,0.0915,Sunny Boost,402.59,86,0.0602,5980
C10509,Bangalore,400021,Standalone,Retail,42862.99,235.92,0.0828,Sunny Boost,423.66,76,0.054,5161
C10510,Bangalore,400021,Standalone,Retail,42691.65,267.43,0.0806,Sunny Boost,426.48,76,0.0678,6653
C10511,Bangalore,400021,Standalone,Retail,39332.04,234.82,0.0883,Sunny Boost,432.02,90,0.0631,5578
C10512,Bangalore,400021,Standalone,Retail,43219.1,272.28,0.0803,Sunny Boost,436.74,90,0.0686,5487
C10513,Bangalore,400021,Standalone,Retail,41568.78,253.91,0.0925,Sunny Boost,426.15,76,0.0487,5501
C10514,Mumbai,400061,Mall,Retail,25763.44,257.21,0.2049,Sunny Boost,354.67,57,0.0353,1912
C10515,Mumbai,400061,Mall,Retail,24838.03,258.84,0.2236,Sunny Boost,371.34,50,0.0312,2113
C10516,Mumbai,400061,Mall,Retail,23858.5,247.12,0.2132,Sunny Boost,404.12,52,0.0276,1677
C10517,Mumbai,400061,Mall,Retail,25389.19,222.32,0.1858,Sunny Boost,417.29,40,0.0291,1842
C10518,Mumbai,400061,Mall,Retail,25157.64,215.29,0.2238,Sunny Boost,404.83,47,0.0337,1673
C10519,Mumbai,400061,Mall,Retail,23997.39,237.58,0.1904,Sunny Boost,420.34,49,0.0377,1679
C10520,Mumbai,400061,Mall,Retail,23991.42,230.04,0.2154,Sunny Boost,393.42,43,0.0329,1904
C10521,Bangalore,400040,Mall,Retail,54905.29,149.32,0.1127,Rain Boost,311.36,36,0.0137,2620
C10522,Bangalore,400040,Mall,Retail,51290.92,128.36,0.1144,Rain Boost,310.35,35,0.0154,2448
C10523,Bangalore,400040,Mall,Retail,51567.4,127.98,0.1175,Rain Boost,316.45,30,0.0148,2935
C10524,Delhi,400052,Street Front,Restaurant,37348.09,157.82,0.0644,Rain Boost,772.91,41,0.0212,2658
C10525,Delhi,400052,Street Front,Restaurant,37360.09,170.8,0.058,Rain Boost,856.2,31,0.0221,2392
C10526,Delhi,400052,Street Front,Restaurant,37838.37,176.16,0.0682,Rain Boost,756.51,35,0.0221,2349
C10527,Delhi,400052,Street Front,Restaurant,36407.6,163.55,0.0573,Rain Boost,739.27,41,0.0178,2701
C10528,Delhi,400052,Street Front,Restaurant,37833.23,167.21,0.0658,Rain Boost,740.95,38,0.0165,2395
